Reg1,Reg2,Cat,Slope,p-value,CI,Significant
SBP_Error_STD,DBP_Error_STD,Algorithm,"[ 1.17177388 -0.54341502  1.08387606  7.84995709 -0.70642527  0.0916741
  2.62579307 -1.34417656  0.91326502]","[7.53189507e-01 8.83545949e-01 2.96201898e-01 3.81149601e-02
 8.48976814e-01 9.72821907e-01 1.07453447e-01 7.50322659e-01
 4.45785999e-08]","[[-6.25044038  8.59398813]
 [-7.9349141   6.84808406]
 [-0.97393146  3.14168357]
 [ 0.44491352 15.25500066]
 [-8.09708231  6.68423178]
 [-5.26984094  5.45318914]
 [-0.58852878  5.84011492]
 [-9.75726339  7.06891028]
 [ 0.622157    1.20437304]]",False
SBP_Error_STD,DBP_Error_STD,Dataset,"[-3.17825542  6.94762932 -1.16685229 -3.51926868  1.62137912 -2.72333001
 -0.84123668  3.04753186  3.6573964   0.90292229]","[3.53890336e-01 7.86653666e-02 5.61689002e-01 3.66333411e-01
 4.56935370e-01 4.83458591e-01 8.29065137e-01 4.33303658e-01
 1.58869097e-01 7.29213232e-09]","[[ -9.98571175   3.62920091]
 [ -0.82151536  14.716774  ]
 [ -5.16844644   2.83474186]
 [-11.2564136    4.21787624]
 [ -2.71228425   5.95504249]
 [-10.45264726   5.00598723]
 [ -8.60562299   6.92314963]
 [ -4.68378288  10.77884659]
 [ -1.47209299   8.7868858 ]
 [  0.63571645   1.17012812]]",False
SBP_Error_STD,DBP_Error_STD,Testing_Subject_Characteristics,[-2.05237502  0.41649294 -1.47441873  0.85526455],[4.85477539e-02 7.25005203e-01 4.05564611e-01 1.65826806e-09],"[[-4.0912623  -0.01348774]
 [-1.93838653  2.77137241]
 [-4.99244865  2.04361118]
 [ 0.61216945  1.09835964]]",False
SBP_Error_STD,DBP_Error_STD,Sensor_Data,"[-0.15535509 -1.64657903 -1.26889134  2.05363198 -3.07901926  2.88660429
 -1.08079896  2.27716723 -3.80376699  1.34908308  1.12972985 -2.91022751
  1.4918461   5.0016246   1.21817331 -1.54863549 -1.1417414  -2.16721403
 -1.57621183 -0.7927101   0.86638239]","[9.69570266e-01 7.47584688e-01 7.60989359e-01 5.83250266e-01
 4.86405307e-01 4.42880299e-01 7.85711538e-01 6.54148746e-01
 4.58785776e-01 7.91147511e-01 8.24449003e-01 5.68427348e-01
 7.69119283e-01 2.36694883e-01 8.11829706e-01 7.61815972e-01
 7.97584158e-01 6.71905619e-01 7.56103252e-01 8.57614358e-01
 3.03572042e-08]","[[ -8.30466291   7.99395274]
 [-11.87909405   8.58593598]
 [ -9.61218498   7.07440231]
 [ -5.42449254   9.5317565 ]
 [-11.90802328   5.74998476]
 [ -4.61732316  10.39053174]
 [ -9.03234716   6.87074925]
 [ -7.88309815  12.4374326 ]
 [-14.04769706   6.44016308]
 [ -8.84117522  11.53934138]
 [ -9.05873328  11.31819297]
 [-13.1025778    7.28212278]
 [ -8.67384802  11.65754022]
 [ -3.39319186  13.39644106]
 [ -9.01808404  11.45443066]
 [-11.76780365   8.67053267]
 [-10.04669405   7.76321124]
 [-12.39678157   8.06235351]
 [-11.72578078   8.57335712]
 [ -9.63267205   8.04725185]
 [  0.60328336   1.12948143]]",False
SBP_Error_STD,SBP_ED,,-2.206467667720231,1.3123451039549233e-07,[-2.95375387 -1.45918147],True
SBP_Error_STD,SBP_ED,Calibration_Technique,[ 2.54551872 -2.42507329],[6.90510628e-02 2.95167625e-08],"[[-0.20422294  5.29526038]
 [-3.19665971 -1.65348688]]",False
SBP_Error_STD,SBP_ED,Algorithm,"[-1.67815113 -0.85518521  1.93568125  8.26433308 -1.22970083 -1.19119505
  1.0139758   7.21432498 -2.26976462]","[6.65095918e-01 8.25346240e-01 8.63730602e-02 3.63632527e-02
 7.51089680e-01 6.04600211e-01 5.52792265e-01 7.07926148e-02
 4.64314295e-07]","[[-9.39426908  6.03796683]
 [-8.57319573  6.86282531]
 [-0.28513709  4.1564996 ]
 [ 0.54238381 15.98628235]
 [-8.94875685  6.48935518]
 [-5.76860879  3.3862187 ]
 [-2.38376557  4.41171717]
 [-0.63069406 15.05934402]
 [-3.07304137 -1.46648786]]",False
SBP_Error_STD,SBP_ED,Dataset,"[ 7.68942435 10.32647127  1.46922278  4.45695868  6.26140966  2.22360515
  2.0047335   4.8138454   5.88852616 -2.39637634]","[1.36692390e-02 9.04710485e-03 4.64294854e-01 2.63218283e-01
 5.99474501e-03 5.70542433e-01 6.09222066e-01 2.13433105e-01
 2.34962925e-02 3.20989492e-09]","[[ 1.63643972 13.74240897]
 [ 2.67184748 17.98109505]
 [-2.5220561   5.46050166]
 [-3.43821414 12.3521315 ]
 [ 1.86694954 10.65586978]
 [-5.57631857 10.02352886]
 [-5.80076597  9.81023296]
 [-2.84458159 12.47227239]
 [ 0.8219532  10.95509911]
 [-3.08571829 -1.70703439]]",False
SBP_Error_STD,SBP_ED,Testing_Subject_Characteristics,[-4.40947645 -2.31341535 -4.29327724 -2.56153723],[5.49146480e-05 5.84794552e-02 1.59581525e-02 4.73027385e-10],"[[-6.44887769 -2.37007522]
 [-4.71227286  0.08544215]
 [-7.75822916 -0.82832531]
 [-3.26052196 -1.86255249]]",False
SBP_Error_STD,SBP_ED,Sensor_Data,"[ 1.92132992 -0.60904292 -2.34019244  1.80749527 -0.43886926  2.36769802
 -1.99772835 -1.80028157 -4.66543153 -2.13108682 -2.3233928  -0.310673
 -1.80376413  3.64660899  1.95724694 -3.40332184 -2.22925778  2.14723442
 -7.77132598 -2.19015818 -2.35412818]","[6.51819330e-01 9.10283322e-01 5.99786962e-01 6.50108158e-01
 9.24835126e-01 5.54656351e-01 6.38727454e-01 7.42523727e-01
 3.94662338e-01 6.98625307e-01 6.72803194e-01 9.53886370e-01
 7.41280072e-01 4.19863306e-01 7.17834319e-01 5.34838184e-01
 6.40319237e-01 6.89546911e-01 1.64336018e-01 6.43268768e-01
 5.97402595e-07]","[[ -6.58622352  10.42888336]
 [-11.41937259  10.20128675]
 [-11.24814153   6.56775665]
 [ -6.1539964    9.76898694]
 [ -9.74282176   8.86508325]
 [ -5.63363708  10.36903312]
 [-10.49909575   6.50363904]
 [-12.75529301   9.15472988]
 [-15.586878     6.25601494]
 [-13.13180579   8.86963215]
 [-13.31754862   8.67076301]
 [-11.05640596  10.43505996]
 [-12.72519851   9.11767025]
 [ -5.36463185  12.65784982]
 [ -8.86918468  12.78367857]
 [-14.34936057   7.5427169 ]
 [-11.76120726   7.3026917 ]
 [ -8.59519414  12.88966297]
 [-18.83567966   3.2930277 ]
 [-11.63840497   7.2580886 ]
 [ -3.17695078  -1.53130557]]",False
SBP_Error_STD,DBP_ED,,-2.0337547486813707,5.819829161200209e-05,[-2.97871164 -1.08879785],True
SBP_Error_STD,DBP_ED,Calibration_Technique,[ 1.82449128 -2.19898457],[2.33721542e-01 3.14158870e-05],"[[-1.20690472  4.85588727]
 [-3.18022958 -1.21773955]]",False
SBP_Error_STD,DBP_ED,Algorithm,"[-0.37096158 -1.05991039  1.35356994  9.07053939 -0.30212431 -2.31448967
  1.55508306  8.27569566 -1.96541442]","[9.30964191e-01 8.04648948e-01 2.75505906e-01 3.74656726e-02
 9.43695656e-01 4.51675529e-01 4.08833151e-01 6.05241849e-02
 2.56967283e-04]","[[-8.90527093  8.16334776]
 [-9.59875436  7.47893359]
 [-1.10765787  3.81479775]
 [ 0.54442252 17.59665626]
 [-8.8281066   8.22385797]
 [-8.42867911  3.79969978]
 [-2.18640106  5.29656718]
 [-0.37807689 16.92946821]
 [-2.9755924  -0.95523644]]",False
SBP_Error_STD,DBP_ED,Dataset,"[ 5.6910301   9.8713668   0.15788799 -0.80079865  4.49379086 -2.83688369
 -0.08935342  4.33796854  5.52630961 -2.1343811 ]","[1.04578157e-01 2.71364437e-02 9.44444041e-01 8.55021894e-01
 7.28088244e-02 5.17145597e-01 9.83879339e-01 3.23306460e-01
 6.00233184e-02 8.40770680e-06]","[[ -1.21843716  12.60049736]
 [  1.15572436  18.58700925]
 [ -4.35919575   4.67497173]
 [ -9.53747308   7.93587578]
 [ -0.42931878   9.4169005 ]
 [-11.55229266   5.87852529]
 [ -8.90589759   8.72719075]
 [ -4.38076449  13.05670157]
 [ -0.24099272  11.29361195]
 [ -3.00725712  -1.26150508]]",False
SBP_Error_STD,DBP_ED,Testing_Subject_Characteristics,[-3.37452658 -0.83829247 -1.07020432 -2.15776981],[5.66757529e-03 5.42605332e-01 6.32738102e-01 1.70550821e-05],"[[-5.72865432 -1.02039884]
 [-3.57461966  1.89803472]
 [-5.52369871  3.38329006]
 [-3.08371259 -1.23182704]]",False
